Age,Gender,City_Tier,Occupation,Income,Shopping_Frequency,Last_Purchase,Categories,Purchase_Influence,Browsing_Time,Cart_Abandonment,Habit_Type,Pre_Purchase_Action,Decision_Style,Mood,Mood_Impact,Emotional_Frequency,Impulse_Behavior,Stress_Purchases,Happy_Purchases,Shopping_Time,Shopping_Situations,Product_Combinations,Hesitation,Tradeoff,Priority,Value_Perception,Post_Purchase_Feeling,Privacy_Comfort,Data_Concern,AI_Trust,Monthly_Spend,Willingness_To_Spend_More,Interest_in_MoodCart
25-34,Prefer not to say,Tier 2,Homemaker,50k-1L,Monthly,This Month,Snacks|Wellness|Fashion,Brand,<5,Rarely,Mostly Planned,Modify Cart,Emotional,Bored,No,Sometimes,Rarely,Wellness|Electronics|Fashion,Home Decor,Morning,Salary|Festivals,Gadgets+Accessories|Books+Coffee|Snacks+Beverages,Delivery Issues,Personalization,Price,Recommendation,Neutral,Very Comfortable,No Concerns,Medium,6784,Yes,Yes
Under 18,Prefer not to say,Tier 3,Homemaker,>1L,Weekly,This Week,Home Decor|Fashion,Brand,<5,Rarely,Rare,Modify Cart,Logical,Happy,Sometimes,Never,Rarely,Fashion|Snacks|Home Decor,Home Decor,Afternoon,Stress|Weekends,Candles+Oils|Gadgets+Accessories,Just Browsing,Personalization,Quality,Quality,Guilty,Very Comfortable,No Concerns,Medium,28006,No,No
18-24,Male,Tier 2,Business Owner,>1L,Weekly,This Week,Home Decor,Discounts,5-15,Sometimes,Rare,Modify Cart,Logical,Happy,Yes,Sometimes,Never,Electronics|Wellness,Fashion,Morning,Sales|Stress|Salary,Gadgets+Accessories|Books+Coffee,Delivery Issues,Quality,Personalization,Emotional Satisfaction,Satisfied,Somewhat Comfortable,No Concerns,Medium,28354,Yes,Yes
18-24,Male,Tier 1,Business Owner,50k-1L,Weekly,>1 Month,Snacks,Price,<5,Sometimes,Rare,Compare Prices,Mixed,Bored,No,Sometimes,Never,Electronics|Fashion,Fashion,Late Night,Salary,Books+Coffee,Just Browsing,Price,Personalization,Emotional Satisfaction,Neutral,Very Comfortable,Irrelevant Recommendations,Low,12744,No,Yes
25-34,Prefer not to say,Tier 3,Business Owner,50k-1L,Monthly,This Week,Home Decor,Brand,15-30,Rarely,Somewhat Planned,Buy Immediately,Logical,Bored,Sometimes,Never,Often,Wellness,Electronics,Afternoon,Salary,Gadgets+Accessories,High Price,Brand,Delivery,Quality,Neutral,Very Comfortable,Privacy,Low,5349,No,No
35-44,Male,Tier 1,Homemaker,<20k,Rarely,Today,Fashion|Wellness,Recommendations,15-30,Rarely,Rare,Check Reviews,Logical,Happy,Sometimes,Never,Often,Home Decor,Snacks,Evening,Salary,Clothing+Accessories|Books+Coffee|Gadgets+Accessories,High Price,Personalization,Brand,Emotional Satisfaction,Guilty,Very Comfortable,Irrelevant Recommendations,High,607,Yes,Yes
25-34,Male,Tier 3,Working Professional,>1L,Weekly,This Month,Home Decor|Fashion|Snacks,Price,<5,Sometimes,Mostly Planned,Check Reviews,Mixed,Stressed,Sometimes,Never,Often,Snacks|Electronics|Wellness,Wellness,Afternoon,Weekends|Stress,Books+Coffee|Gadgets+Accessories|Snacks+Beverages,High Price,Price,Delivery,Discount,Neutral,Not Comfortable,Privacy,Low,13521,Yes,No
Under 18,Male,Tier 1,Business Owner,20k-50k,Weekly,>1 Month,Home Decor|Fashion|Wellness,Recommendations,15-30,Sometimes,Rare,Compare Prices,Emotional,Stressed,Yes,Sometimes,Sometimes,Fashion,Fashion,Late Night,Festivals|Salary|Stress,Snacks+Beverages|Books+Coffee,Just Browsing,Delivery,Price,Recommendation,Happy,Not Comfortable,Misuse,Low,7030,Yes,Maybe
35-44,Female,Tier 2,Homemaker,20k-50k,Monthly,This Month,Home Decor,Brand,30+,Sometimes,Rare,Compare Prices,Mixed,Stressed,Sometimes,Sometimes,Rarely,Wellness,Wellness,Afternoon,Festivals|Weekends,Books+Coffee|Gadgets+Accessories,Delivery Issues,Delivery,Personalization,Recommendation,Satisfied,Somewhat Comfortable,No Concerns,High,5436,Maybe,No
45+,Male,Tier 2,Business Owner,50k-1L,Monthly,>1 Month,Electronics,Recommendations,15-30,Sometimes,Habitual,Compare Prices,Emotional,Happy,Yes,Never,Never,Snacks|Electronics,Home Decor,Evening,Weekends|Stress|Salary,Books+Coffee,Low Trust,Delivery,Quality,Discount,Happy,Very Comfortable,No Concerns,Low,8278,No,No
45+,Female,Tier 1,Homemaker,20k-50k,Daily,>1 Month,Fashion,Discounts,30+,Rarely,Rare,Buy Immediately,Emotional,Happy,Sometimes,Never,Rarely,Fashion|Wellness,Electronics,Morning,Festivals|Stress|Weekends,Gadgets+Accessories|Books+Coffee,Low Trust,Brand,Quality,Emotional Satisfaction,Guilty,Very Comfortable,Irrelevant Recommendations,High,5324,No,No
25-34,Prefer not to say,Tier 2,Homemaker,50k-1L,Weekly,This Week,Fashion,Discounts,15-30,Rarely,Rare,Check Reviews,Logical,Neutral,No,Sometimes,Rarely,Home Decor|Fashion,Home Decor,Afternoon,Weekends|Stress,Snacks+Beverages,Delivery Issues,Price,Price,Emotional Satisfaction,Satisfied,Somewhat Comfortable,No Concerns,High,12424,Yes,Maybe
45+,Male,Tier 2,Other,20k-50k,Weekly,This Month,Wellness|Electronics|Fashion,Reviews,30+,Rarely,Mostly Planned,Buy Immediately,Emotional,Bored,Yes,Rarely,Sometimes,Electronics,Wellness,Evening,Sales|Salary|Weekends,Books+Coffee,Just Browsing,Quality,Brand,Emotional Satisfaction,Neutral,Not Comfortable,Irrelevant Recommendations,Low,1456,Yes,Maybe
18-24,Prefer not to say,Tier 3,Business Owner,50k-1L,Daily,Today,Fashion|Wellness,Reviews,15-30,Rarely,Somewhat Planned,Modify Cart,Emotional,Sad,Yes,Rarely,Often,Wellness|Home Decor,Electronics,Morning,Festivals|Sales|Weekends,Snacks+Beverages|Gadgets+Accessories|Books+Coffee,Too Many Options,Personalization,Quality,Recommendation,Happy,Very Comfortable,Privacy,High,12265,Yes,Yes
18-24,Prefer not to say,Tier 2,Working Professional,>1L,Daily,Today,Electronics|Home Decor|Wellness,Price,15-30,Sometimes,Somewhat Planned,Buy Immediately,Mixed,Sad,Yes,Very Often,Rarely,Wellness,Electronics,Afternoon,Salary|Weekends,Books+Coffee|Clothing+Accessories,Too Many Options,Delivery,Quality,Emotional Satisfaction,Satisfied,Somewhat Comfortable,No Concerns,Medium,13207,Maybe,No
25-34,Female,Tier 1,Working Professional,20k-50k,Daily,>1 Month,Electronics,Reviews,30+,Never,Mostly Planned,Modify Cart,Mixed,Happy,Yes,Sometimes,Sometimes,Wellness|Fashion,Home Decor,Late Night,Stress,Books+Coffee|Snacks+Beverages|Gadgets+Accessories,Delivery Issues,Price,Price,Emotional Satisfaction,Satisfied,Very Comfortable,Privacy,High,2266,Yes,Yes
45+,Female,Tier 3,Working Professional,<20k,Weekly,This Month,Fashion|Electronics,Price,30+,Sometimes,Rare,Buy Immediately,Emotional,Neutral,Sometimes,Rarely,Rarely,Electronics,Wellness,Afternoon,Festivals|Salary|Weekends,Snacks+Beverages|Books+Coffee,Too Many Options,Personalization,Personalization,Emotional Satisfaction,Regretful,Somewhat Comfortable,Misuse,Medium,1763,No,Maybe
18-24,Prefer not to say,Tier 3,Working Professional,>1L,Daily,Today,Wellness|Home Decor|Fashion,Brand,30+,Rarely,Habitual,Buy Immediately,Logical,Happy,Yes,Sometimes,Sometimes,Wellness,Fashion,Afternoon,Stress|Salary|Sales,Snacks+Beverages|Clothing+Accessories,Delivery Issues,Delivery,Quality,Discount,Regretful,Somewhat Comfortable,Misuse,Low,15560,Yes,No
Under 18,Female,Tier 1,Homemaker,>1L,Rarely,>1 Month,Wellness|Electronics,Brand,<5,Often,Habitual,Compare Prices,Logical,Bored,Yes,Sometimes,Rarely,Fashion,Snacks,Morning,Sales|Festivals|Stress,Clothing+Accessories|Gadgets+Accessories,Delivery Issues,Quality,Brand,Quality,Guilty,Very Comfortable,Irrelevant Recommendations,Medium,31561,Maybe,No
18-24,Male,Tier 2,Business Owner,20k-50k,Monthly,This Month,Snacks|Wellness,Discounts,30+,Never,Habitual,Check Reviews,Mixed,Happy,Yes,Rarely,Often,Wellness|Fashion|Electronics,Wellness,Evening,Stress|Salary,Gadgets+Accessories|Books+Coffee|Clothing+Accessories,Delivery Issues,Delivery,Price,Discount,Satisfied,Very Comfortable,Privacy,Low,4021,Yes,No
35-44,Female,Tier 2,Homemaker,<20k,Rarely,This Month,Electronics|Wellness|Snacks,Recommendations,5-15,Often,Mostly Planned,Buy Immediately,Logical,Bored,Sometimes,Rarely,Never,Wellness|Fashion,Fashion,Morning,Salary|Weekends|Sales,Gadgets+Accessories|Clothing+Accessories,Just Browsing,Price,Personalization,Recommendation,Satisfied,Somewhat Comfortable,No Concerns,High,2391,Maybe,Maybe
35-44,Prefer not to say,Tier 3,Student,20k-50k,Monthly,>1 Month,Fashion,Brand,15-30,Rarely,Mostly Planned,Compare Prices,Mixed,Sad,No,Sometimes,Often,Electronics|Wellness|Fashion,Electronics,Morning,Stress|Sales|Salary,Candles+Oils|Snacks+Beverages|Gadgets+Accessories,High Price,Quality,Quality,Emotional Satisfaction,Guilty,Not Comfortable,Privacy,Medium,16685,Maybe,Maybe
25-34,Male,Tier 1,Other,<20k,Weekly,Today,Snacks|Electronics|Fashion,Discounts,<5,Never,Somewhat Planned,Modify Cart,Mixed,Sad,Yes,Never,Rarely,Wellness|Home Decor,Fashion,Morning,Salary|Sales|Stress,Clothing+Accessories,Just Browsing,Price,Price,Discount,Neutral,Very Comfortable,Misuse,Low,2142,No,Maybe
45+,Prefer not to say,Tier 3,Working Professional,<20k,Rarely,>1 Month,Snacks,Price,30+,Sometimes,Rare,Modify Cart,Logical,Bored,Yes,Sometimes,Rarely,Fashion|Electronics,Fashion,Morning,Weekends|Stress,Clothing+Accessories|Snacks+Beverages|Books+Coffee,High Price,Price,Delivery,Recommendation,Regretful,Very Comfortable,Privacy,Low,200,Maybe,Maybe
Under 18,Female,Tier 1,Other,50k-1L,Daily,Today,Wellness|Snacks,Discounts,30+,Often,Somewhat Planned,Modify Cart,Logical,Bored,Yes,Never,Never,Snacks|Fashion,Wellness,Late Night,Stress,Candles+Oils|Snacks+Beverages,Low Trust,Brand,Brand,Recommendation,Happy,Not Comfortable,No Concerns,High,11166,No,No
25-34,Male,Tier 1,Other,20k-50k,Rarely,This Week,Fashion|Home Decor|Wellness,Brand,<5,Never,Rare,Buy Immediately,Mixed,Stressed,Sometimes,Never,Never,Wellness,Fashion,Evening,Weekends,Clothing+Accessories|Candles+Oils,High Price,Price,Quality,Discount,Satisfied,Not Comfortable,Misuse,High,3145,No,Maybe
18-24,Prefer not to say,Tier 1,Homemaker,20k-50k,Rarely,This Week,Snacks,Recommendations,<5,Rarely,Rare,Compare Prices,Mixed,Happy,Yes,Never,Sometimes,Fashion|Wellness|Home Decor,Snacks,Evening,Stress|Weekends,Gadgets+Accessories|Books+Coffee,Low Trust,Delivery,Brand,Discount,Happy,Not Comfortable,Irrelevant Recommendations,Medium,8277,Yes,Yes
35-44,Female,Tier 1,Other,>1L,Weekly,>1 Month,Wellness|Fashion|Snacks,Brand,5-15,Often,Rare,Compare Prices,Mixed,Neutral,Sometimes,Rarely,Never,Snacks,Wellness,Late Night,Sales|Weekends|Stress,Gadgets+Accessories|Books+Coffee|Snacks+Beverages,High Price,Brand,Quality,Recommendation,Happy,Very Comfortable,Privacy,High,26993,Maybe,No
45+,Prefer not to say,Tier 1,Other,<20k,Monthly,This Week,Snacks,Reviews,30+,Sometimes,Mostly Planned,Compare Prices,Mixed,Bored,Yes,Never,Rarely,Snacks,Electronics,Evening,Salary,Gadgets+Accessories|Snacks+Beverages|Clothing+Accessories,Delivery Issues,Quality,Quality,Quality,Guilty,Not Comfortable,Privacy,Low,5302,Maybe,No
18-24,Prefer not to say,Tier 2,Business Owner,20k-50k,Weekly,This Month,Electronics|Home Decor|Wellness,Recommendations,15-30,Rarely,Rare,Check Reviews,Emotional,Bored,Sometimes,Very Often,Rarely,Home Decor|Electronics|Wellness,Wellness,Evening,Stress,Candles+Oils,Delivery Issues,Personalization,Delivery,Emotional Satisfaction,Neutral,Very Comfortable,Misuse,High,8129,No,Maybe
18-24,Female,Tier 2,Homemaker,>1L,Weekly,This Month,Wellness,Reviews,15-30,Never,Mostly Planned,Compare Prices,Mixed,Stressed,Yes,Rarely,Rarely,Fashion|Electronics,Fashion,Afternoon,Festivals|Sales|Stress,Candles+Oils|Books+Coffee,Too Many Options,Delivery,Brand,Quality,Neutral,Somewhat Comfortable,No Concerns,Low,21956,Yes,Maybe
18-24,Male,Tier 3,Student,50k-1L,Weekly,This Month,Wellness|Home Decor,Recommendations,30+,Sometimes,Mostly Planned,Check Reviews,Mixed,Stressed,Yes,Sometimes,Never,Fashion|Electronics,Snacks,Late Night,Sales|Salary|Weekends,Clothing+Accessories|Snacks+Beverages|Books+Coffee,Too Many Options,Quality,Personalization,Discount,Neutral,Not Comfortable,No Concerns,Medium,14485,No,Maybe
45+,Female,Tier 1,Working Professional,>1L,Rarely,>1 Month,Snacks|Wellness,Price,15-30,Rarely,Somewhat Planned,Compare Prices,Logical,Sad,Yes,Rarely,Rarely,Fashion,Snacks,Afternoon,Salary,Candles+Oils,Delivery Issues,Quality,Personalization,Emotional Satisfaction,Guilty,Very Comfortable,Privacy,Medium,11567,No,No
35-44,Female,Tier 1,Student,50k-1L,Weekly,Today,Fashion,Price,15-30,Sometimes,Habitual,Compare Prices,Emotional,Neutral,Yes,Never,Often,Wellness,Home Decor,Evening,Stress|Sales|Salary,Clothing+Accessories|Gadgets+Accessories|Snacks+Beverages,Just Browsing,Quality,Personalization,Quality,Guilty,Very Comfortable,Misuse,Low,5462,Yes,Maybe
45+,Female,Tier 1,Homemaker,20k-50k,Rarely,This Month,Fashion|Home Decor,Discounts,30+,Rarely,Rare,Compare Prices,Logical,Neutral,Yes,Never,Rarely,Electronics|Wellness|Home Decor,Home Decor,Evening,Festivals,Books+Coffee,Just Browsing,Delivery,Price,Discount,Regretful,Very Comfortable,Privacy,High,7113,Yes,Yes
35-44,Prefer not to say,Tier 1,Other,<20k,Weekly,Today,Electronics,Brand,5-15,Never,Rare,Buy Immediately,Emotional,Sad,Yes,Rarely,Never,Home Decor|Snacks|Wellness,Fashion,Evening,Festivals,Clothing+Accessories|Snacks+Beverages,Just Browsing,Personalization,Brand,Quality,Satisfied,Not Comfortable,Privacy,Low,592,No,No
35-44,Female,Tier 2,Business Owner,20k-50k,Rarely,This Week,Home Decor|Snacks|Electronics,Recommendations,15-30,Rarely,Habitual,Check Reviews,Mixed,Neutral,Yes,Rarely,Never,Fashion|Home Decor|Snacks,Home Decor,Late Night,Festivals|Sales|Weekends,Clothing+Accessories,Delivery Issues,Quality,Personalization,Emotional Satisfaction,Neutral,Somewhat Comfortable,Irrelevant Recommendations,High,7332,Maybe,Yes
25-34,Male,Tier 2,Business Owner,20k-50k,Monthly,This Month,Electronics|Snacks|Wellness,Recommendations,5-15,Sometimes,Mostly Planned,Modify Cart,Emotional,Neutral,Sometimes,Sometimes,Rarely,Snacks,Wellness,Evening,Festivals,Gadgets+Accessories|Books+Coffee|Snacks+Beverages,Delivery Issues,Personalization,Personalization,Discount,Satisfied,Somewhat Comfortable,Privacy,Low,4228,Maybe,No
Under 18,Male,Tier 2,Student,50k-1L,Rarely,This Month,Fashion,Recommendations,30+,Rarely,Mostly Planned,Buy Immediately,Emotional,Bored,No,Rarely,Never,Wellness,Home Decor,Late Night,Sales,Gadgets+Accessories|Books+Coffee|Clothing+Accessories,Just Browsing,Quality,Personalization,Quality,Neutral,Not Comfortable,Irrelevant Recommendations,Medium,5479,No,Maybe
18-24,Male,Tier 1,Student,<20k,Rarely,This Week,Home Decor,Price,5-15,Never,Rare,Compare Prices,Mixed,Stressed,Yes,Never,Often,Wellness|Snacks,Electronics,Late Night,Weekends|Sales|Stress,Gadgets+Accessories|Candles+Oils,Just Browsing,Delivery,Delivery,Emotional Satisfaction,Guilty,Not Comfortable,No Concerns,Medium,1002,Maybe,No
45+,Male,Tier 2,Business Owner,20k-50k,Weekly,Today,Snacks|Fashion,Price,5-15,Sometimes,Rare,Check Reviews,Emotional,Stressed,No,Sometimes,Often,Electronics|Fashion|Snacks,Wellness,Late Night,Festivals|Stress,Snacks+Beverages|Books+Coffee,Too Many Options,Delivery,Personalization,Emotional Satisfaction,Guilty,Very Comfortable,Privacy,High,6978,No,Maybe
18-24,Prefer not to say,Tier 2,Working Professional,20k-50k,Weekly,This Week,Electronics,Recommendations,5-15,Sometimes,Habitual,Modify Cart,Emotional,Bored,No,Rarely,Sometimes,Fashion,Wellness,Evening,Salary,Candles+Oils|Gadgets+Accessories|Snacks+Beverages,Too Many Options,Personalization,Quality,Emotional Satisfaction,Satisfied,Somewhat Comfortable,Misuse,Low,3103,Yes,Maybe
45+,Female,Tier 2,Business Owner,<20k,Daily,Today,Wellness|Home Decor,Recommendations,<5,Never,Somewhat Planned,Buy Immediately,Mixed,Stressed,Yes,Never,Rarely,Fashion,Home Decor,Afternoon,Festivals|Sales|Weekends,Clothing+Accessories|Snacks+Beverages,High Price,Price,Personalization,Discount,Neutral,Not Comfortable,Privacy,Low,418,Yes,No
35-44,Female,Tier 1,Homemaker,>1L,Monthly,This Month,Fashion|Electronics,Discounts,15-30,Never,Somewhat Planned,Compare Prices,Emotional,Stressed,No,Sometimes,Sometimes,Fashion,Fashion,Late Night,Sales|Salary|Festivals,Books+Coffee,Too Many Options,Quality,Brand,Quality,Guilty,Not Comfortable,Misuse,High,16598,No,Maybe
45+,Female,Tier 1,Student,20k-50k,Rarely,>1 Month,Wellness|Fashion|Electronics,Recommendations,30+,Sometimes,Somewhat Planned,Compare Prices,Logical,Neutral,Yes,Sometimes,Rarely,Electronics,Fashion,Afternoon,Salary|Festivals|Stress,Candles+Oils,Just Browsing,Delivery,Brand,Quality,Guilty,Not Comfortable,Privacy,Medium,8275,Maybe,No
25-34,Female,Tier 1,Business Owner,<20k,Daily,This Month,Fashion|Wellness,Discounts,15-30,Never,Somewhat Planned,Buy Immediately,Mixed,Happy,Sometimes,Very Often,Often,Home Decor|Fashion|Wellness,Electronics,Morning,Stress|Salary,Snacks+Beverages|Gadgets+Accessories,Just Browsing,Brand,Quality,Discount,Happy,Somewhat Comfortable,No Concerns,Low,2092,No,Maybe
35-44,Male,Tier 2,Business Owner,50k-1L,Rarely,This Week,Snacks,Price,30+,Never,Somewhat Planned,Compare Prices,Logical,Neutral,Yes,Sometimes,Rarely,Wellness|Snacks|Home Decor,Home Decor,Afternoon,Festivals,Snacks+Beverages,Delivery Issues,Delivery,Quality,Discount,Happy,Very Comfortable,No Concerns,Low,11815,Yes,Yes
25-34,Prefer not to say,Tier 2,Student,<20k,Weekly,Today,Wellness|Home Decor,Price,30+,Sometimes,Rare,Check Reviews,Mixed,Stressed,Yes,Sometimes,Never,Wellness,Wellness,Evening,Salary|Weekends,Books+Coffee|Gadgets+Accessories,Just Browsing,Delivery,Brand,Quality,Guilty,Not Comfortable,Privacy,Low,2594,Maybe,No
Under 18,Male,Tier 2,Business Owner,<20k,Daily,This Week,Electronics,Reviews,5-15,Never,Rare,Modify Cart,Logical,Sad,Yes,Never,Never,Wellness,Fashion,Late Night,Sales|Stress|Weekends,Candles+Oils|Books+Coffee|Snacks+Beverages,Just Browsing,Price,Delivery,Quality,Neutral,Somewhat Comfortable,Irrelevant Recommendations,High,1136,No,Maybe
Under 18,Male,Tier 2,Working Professional,<20k,Daily,Today,Electronics,Reviews,<5,Rarely,Rare,Modify Cart,Logical,Stressed,No,Very Often,Sometimes,Fashion,Snacks,Evening,Weekends,Snacks+Beverages|Clothing+Accessories,Delivery Issues,Price,Quality,Recommendation,Satisfied,Very Comfortable,Irrelevant Recommendations,Medium,419,Maybe,Maybe
45+,Prefer not to say,Tier 1,Homemaker,<20k,Daily,This Week,Snacks|Fashion|Home Decor,Brand,<5,Rarely,Habitual,Modify Cart,Emotional,Bored,No,Very Often,Rarely,Wellness,Fashion,Evening,Stress,Snacks+Beverages,High Price,Brand,Price,Recommendation,Satisfied,Somewhat Comfortable,Privacy,Low,200,Yes,No
18-24,Male,Tier 3,Working Professional,20k-50k,Rarely,This Month,Electronics|Fashion,Recommendations,<5,Never,Somewhat Planned,Compare Prices,Logical,Happy,Yes,Sometimes,Sometimes,Fashion|Wellness|Electronics,Fashion,Evening,Festivals|Stress,Books+Coffee,Low Trust,Personalization,Brand,Recommendation,Guilty,Somewhat Comfortable,Misuse,Medium,6428,Yes,No
18-24,Prefer not to say,Tier 3,Other,50k-1L,Daily,Today,Home Decor|Fashion,Recommendations,<5,Never,Rare,Check Reviews,Mixed,Happy,Sometimes,Sometimes,Rarely,Snacks|Home Decor,Wellness,Afternoon,Stress|Salary|Weekends,Gadgets+Accessories|Books+Coffee,Low Trust,Personalization,Delivery,Recommendation,Neutral,Very Comfortable,Privacy,Low,5042,Yes,No
35-44,Prefer not to say,Tier 2,Student,50k-1L,Weekly,Today,Wellness,Price,5-15,Rarely,Rare,Modify Cart,Logical,Happy,Yes,Sometimes,Never,Wellness|Home Decor|Electronics,Home Decor,Morning,Stress,Snacks+Beverages|Books+Coffee|Clothing+Accessories,Too Many Options,Delivery,Brand,Recommendation,Satisfied,Somewhat Comfortable,Irrelevant Recommendations,High,9742,Yes,Yes
Under 18,Male,Tier 1,Working Professional,20k-50k,Monthly,>1 Month,Snacks,Discounts,5-15,Sometimes,Rare,Modify Cart,Mixed,Neutral,Sometimes,Never,Sometimes,Home Decor|Electronics,Fashion,Afternoon,Salary|Stress|Festivals,Books+Coffee,Just Browsing,Price,Price,Emotional Satisfaction,Satisfied,Very Comfortable,Privacy,Low,5070,Maybe,No
35-44,Prefer not to say,Tier 1,Business Owner,50k-1L,Monthly,>1 Month,Fashion,Price,15-30,Often,Mostly Planned,Compare Prices,Emotional,Stressed,Sometimes,Very Often,Sometimes,Fashion,Home Decor,Afternoon,Sales|Salary,Clothing+Accessories|Candles+Oils|Snacks+Beverages,Low Trust,Price,Brand,Emotional Satisfaction,Guilty,Not Comfortable,Privacy,High,14565,Yes,Maybe
35-44,Male,Tier 1,Student,<20k,Daily,>1 Month,Wellness|Electronics,Discounts,30+,Sometimes,Rare,Modify Cart,Logical,Bored,No,Sometimes,Never,Wellness|Electronics|Fashion,Home Decor,Morning,Festivals,Candles+Oils|Clothing+Accessories,Low Trust,Brand,Brand,Emotional Satisfaction,Regretful,Somewhat Comfortable,Misuse,High,200,Maybe,No
18-24,Male,Tier 2,Business Owner,<20k,Daily,Today,Wellness|Fashion,Discounts,<5,Rarely,Somewhat Planned,Check Reviews,Mixed,Stressed,Sometimes,Never,Often,Wellness,Wellness,Afternoon,Stress|Salary|Festivals,Snacks+Beverages|Gadgets+Accessories,Low Trust,Price,Personalization,Recommendation,Satisfied,Somewhat Comfortable,Privacy,Medium,969,Yes,No
25-34,Male,Tier 2,Other,<20k,Rarely,This Month,Electronics|Wellness|Snacks,Reviews,15-30,Never,Rare,Compare Prices,Mixed,Bored,Yes,Never,Rarely,Fashion,Fashion,Morning,Sales|Salary|Stress,Candles+Oils|Clothing+Accessories|Gadgets+Accessories,Too Many Options,Personalization,Personalization,Discount,Guilty,Very Comfortable,Misuse,High,3384,Yes,Yes
45+,Male,Tier 2,Other,50k-1L,Monthly,>1 Month,Electronics|Home Decor|Snacks,Price,<5,Sometimes,Rare,Buy Immediately,Logical,Stressed,No,Never,Rarely,Wellness,Wellness,Evening,Stress|Festivals|Sales,Gadgets+Accessories|Snacks+Beverages,High Price,Price,Delivery,Quality,Happy,Not Comfortable,Irrelevant Recommendations,High,12105,Yes,Yes
